Element_GUID,IFC_Type,Floor,Apartment,Trade,Construction_Type,Category,Task_Match_Count,Milestone,Original_MSP_UID,Source,Apartment_Zone,Phase,Status,Trade_Discipline,Percent_Complete,Priority,Weather_Dependent,Duration,Quantity,Responsible_Party,WBS_Code,Task_ID,Predecessor_Task_ID,Successor_Task_ID,Cost_ID,Cost_Code,Cost_Category,Description,Unit_Rate_EUR,Labor_Cost_EUR,Material_Cost_EUR,Budgeted_Cost_EUR,Actual_Cost_EUR,Variance_EUR,Variance_Percent,Committed_Cost_EUR,Forecast_Final_Cost_EUR,Retention_Percent,Retention_Held_EUR,Payment_Status,Currency,Cost_Date,Is_Milestone_Synthetic
2WLxeUa2P6K9FRHev9QauM,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1nuR7Rs590TQ5OKJ9Z1uEI,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3YRqEfrCP8BhPfrw8ie$07,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0zqN$1Spv2UAq7aXZK3XKv,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2G3UTfDMD1egi1bydvtHzQ,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
19wRuwW0DBPwA2NduOQ2rx,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1HB2RkFMD9UQq5pmmS3kII,IFCWALL,Third Floor,,Facade,Wall,Exterior,5,N,,Added (synthetic),,GEVEL,Not Started,Facade,0,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3DFmbDSn5BAgDHvlMxbGui,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3cn6wvI6HBu8fP4N2GN$Pj,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1CbKRR0a92Mut22gOUS8EV,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
23vbTQ1Xb6I9RR8JQjRHhM,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0h0J8$jKDB7vqG8dDiDAKz,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
15jfYuGer1Ah1QZYTNDpTJ,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3AuBloy8rB2eQ0HbTV6Kmm,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2xj8og5ynADeLjrLMO9aln,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0nrQiWUSfB6g722vNHkgc_,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
16WP2f9KP2DBE9sfY$ffYK,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1us$eS2XH6h9DpSVtp$vYM,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
31jJ7Ha698fBHCB0Q2e1yq,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1dKTBRP$50WglvLBumwpIK,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
35sB5hOEPF8R6s4haDTl5Q,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3YJAx09Gb8txATI7X87x8M,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
03AHdIiA55r8PqyXVRRazD,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1O7GR1UOf6r8WCpuroNm0Z,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
0THNgQ0CDF9BljZQaz9g8p,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
2yQ4V1Ntn8pezOU3JG_CmS,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
0OvS7XTSrEEfgY9zLS52bd,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
1WKOi2evr6bhCsVsQkzbKa,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
2MV1zwMlv8eBvA2WOEAaEl,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
07ycr3rkX9oB1rB6HYpOJ0,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
2UzzVHoG57Ex92Zgaglbg7,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
3gGmXbzkjAsuTeSl1cCGLB,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
34b24nbdP4VwDBt7cfF8Fe,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
1Ht3sHXY19ZO0gy_WWLMfy,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
22V6iCqlz6FBLNTsOBRNQ$,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
1o9IVHY3z6jPb$8UF0w0pc,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
2$_Kkal4jC8BFBilJN8I3K,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
0FDpOPjDv2iud3tAKPO5Zh,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
0SAmxP$$bBAgZObgQGJhrq,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
1bzY3tIwjEEAUZw62_UiuO,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
0VgxmJGxv2wP5IVI81qJrl,IFCWALL,Third Floor,,Structural,Wall,Interior,36,N,,Original,,UITVOERING,Complete,Structural,100,High,Yes,,,Main Contractor - Structural Crew,,,,,,STR-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2uxQYe3V1DwQZELRcxkhw7,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
3KLlSyI5DCcB6QscI2_oI8,IFCWALL,Third Floor,,Finishing,Wall,Interior,1,N,,Added (synthetic),,GEVEL,Not Started,Finishing,0,Low,N,24 hrs (3 days),9.1,Finishing Subcontractor,2.0036,167,166,168,167,FIN-0,Subcontract,"Balcony railing installation, Third Floor",22.19,932.64,201.93,1134.57,1266.15,131.58,11.6,1306.93,1285.98,5,63.31,Pending,EUR,2015-08-05,
2DXswjBO17YBftrJtbKRyD,IFCWALL,Third Floor,,Facade,Wall,Exterior,5,N,,Added (synthetic),,GEVEL,Not Started,Facade,0,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3B_EPhJC9EX98Fq1ITIUW2,IFCWALL,Third Floor,,Facade,Wall,Exterior,5,N,,Added (synthetic),,GEVEL,Not Started,Facade,0,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0j8iqQ1cHD_wWRaox$OwDX,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3hhiC8yEn2tx0W6$uE_WXb,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2vp_usBx12Y9PoQVOVdAFF,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2xwBlNrYfAchV3j2l7PQmO,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1eNXen6OD4JOmh7NdHP9jp,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3qg7Wwbh5AgulDFXBaIFZA,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1YU8aaFOD8OPwDOmgEQKhm,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0waDvH$z1BAuy6RDYVrspu,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3k9bZEdJLCwuXfzWidDJzy,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3UBXqYk8n2BvnMbkKRXzyl,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0l9eFmlAD0bPx_2$7MDd3z,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1uUPZpr3j4Lhny6RrkUukO,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1DmuGbPJ91dw5Kcyo77jdx,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3OJXj65Af8H9Kb3GdS63X8,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2Oyl7MsmPBX8QuVAq0wJYB,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0Zx4cqrajBR8O5_p97fE50,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2KGpm9zbnERBaMzt8D8bA0,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1FgbE$IVbDyuVsaYa7Qy5Q,IFCWALL,Roof,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1nOs6Hg0v9fR$sLR1LjIyX,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1bxNK1wJ15XRDckLWQ$BAb,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3nFC64uPPAXefSRxq6JPqA,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
06FuADHCz36hBoAywogP5m,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
2KDiiUOLb3WAKWvMvjXliZ,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3HN6IBOw1BKQP$d73uzLdY,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
24_ACX2uf3DQHvDbd2z98c,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0p5DTahObB4gZyJfnNXgRR,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
1MmZYEKF5Fjg0U$Axhtgap,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
390EuePXb0OhjRV8d6hXqE,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
30PtVh$Bz9RxwCgystZdJF,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
3rm7AtWY9BCBlzkw8$VplC,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0oDaXCEUb4qRApwJFIFZGb,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
02pJnwninFKefvu_ivlXzM,IFCWALLSTANDARDCASE,Foundation,,Facade,Wall,Exterior,20,N,,,,GEVEL,In Progress,Facade,95,Medium,Y,,,Facade/Masonry Subcontractor,,,,,,FAC-0,Subcontract,,,,,,,,,,,5,,,EUR,,
0_4DdazE95P956DJ3xDRfk,IFCWALLSTANDARDCASE,Ground Floor,Apartment 3,Structural,Wall,Interior,1,N,44,Original,,UITVOERING,Complete,Structural,100,High,N,8 hrs (1 day),5.6,Main Contractor - Structural Crew,1.0036,40,,,40,STR-0,Subcontract,"Surveying / setting out, ground floor slab",176.08,556.88,986.05,1542.93,1658.66,115.73,7.5,1779.47,1658.66,5,82.93,Invoiced,EUR,2015-04-10,
21dR9W9x91fvuQePLPaWmj,IFCWALLSTANDARDCASE,Ground Floor,Apartment 3,Structural,Wall,Exterior,1,N,44,Original,,UITVOERING,Complete,Structural,100,High,N,8 hrs (1 day),5.6,Main Contractor - Structural Crew,1.0036,40,,,40,STR-0,Subcontract,"Surveying / setting out, ground floor slab",176.08,556.88,986.05,1542.93,1658.66,115.73,7.5,1779.47,1658.66,5,82.93,Invoiced,EUR,2015-04-10,
2FEj_vwVnA0wmw3ugle$qu,IFCWALLSTANDARDCASE,Ground Floor,Apartment 2,Structural,Wall,Exterior,1,N,44,Original,,UITVOERING,Complete,Structural,100,High,N,8 hrs (1 day),5.6,Main Contractor - Structural Crew,1.0036,40,,,40,STR-0,Subcontract,"Surveying / setting out, ground floor slab",176.08,556.88,986.05,1542.93,1658.66,115.73,7.5,1779.47,1658.66,5,82.93,Invoiced,EUR,2015-04-10,
0tcR38Brv6pOxSmBDiytX0,IFCWALLSTANDARDCASE,Ground Floor,Apartment 1,Structural,Wall,Exterior,1,N,44,Original,,UITVOERING,Complete,Structural,100,High,N,8 hrs (1 day),5.6,Main Contractor - Structural Crew,1.0036,40,,,40,STR-0,Subcontract,"Surveying / setting out, ground floor slab",176.08,556.88,986.05,1542.93,1658.66,115.73,7.5,1779.47,1658.66,5,82.93,Invoiced,EUR,2015-04-10,
24AsVNrK12ieTYzCHkhC5E,IFCWALLSTANDARDCASE,Ground Floor,,Structural,Wall,Interior,1,N,44,Original,,UITVOERING,Complete,Structural,100,High,N,8 hrs (1 day),5.6,Main Contractor - Structural Crew,1.0036,40,,,40,STR-0,Subcontract,"Surveying / setting out, ground floor slab",176.08,556.88,986.05,1542.93,1658.66,115.73,7.5,1779.47,1658.66,5,82.93,Invoiced,EUR,2015-04-10,
0JMWaqvB90a9vpyx$40t8U,IFCWALLSTANDARDCASE,Ground Floor,Apartment 1,Structural,Wall,Exterior,1,N,44,Original,,UITVOERING,Complete,Structural,100,High,N,8 hrs (1 day),5.6,Main Contractor - Structural Crew,1.0036,40,,,40,STR-0,Subcontract,"Surveying / setting out, ground floor slab",176.08,556.88,986.05,1542.93,1658.66,115.73,7.5,1779.47,1658.66,5,82.93,Invoiced,EUR,2015-04-10,
0_ig6A34vCA8BhO4VTs82C,IFCWALLSTANDARDCASE,Ground Floor,Apartment 1,Structural,Wall,Interior,1,N,44,Original,,UITVOERING,Complete,Structural,100,High,N,8 hrs (1 day),5.6,Main Contractor - Structural Crew,1.0036,40,,,40,STR-0,Subcontract,"Surveying / setting out, ground floor slab",176.08,556.88,986.05,1542.93,1658.66,115.73,7.5,1779.47,1658.66,5,82.93,Invoiced,EUR,2015-04-10,
